signal,gamma,is_short,lb,hz,th,move_ratio,mr_grade,dist_field,dist_bin,n,mfe_p50,mae_p50,mfe_mae,pct_mfe_02,pct_mae_02,recommended_tp,recommended_sl,best_tp,best_sl,best_expected,best_p_tp,best_p_sl
G+做多,positive,False,15,15,0.002,50-70%,★★☆可选,距HedgeWall,medium,11,0.0018398241490813203,-0.0008780715762278559,2.0953008830841524,0.45454545454545453,0.0,0.0018398241490813203,0.0011735582297453754,0.003,0.002,0.0010242091350411266,0.18181818181818182,0.0
G+做多,positive,False,30,30,0.0015,<30%,★☆☆观望,距HedgeWall,near,137,0.0015073279901154384,-0.0007203980563834851,2.0923543265545006,0.4233576642335766,0.10218978102189781,0.0015073279901154384,0.0010872527803139007,0.0025,0.0025,0.0008304793456114826,0.24087591240875914,0.058394160583941604
G+做空,positive,True,10,30,0.0015,50-70%,★★☆可选,距Support,medium,22,0.0012184744770412277,-0.0005828881479753656,2.090408736690806,0.4090909090909091,0.0,0.0012184744770412277,0.0009783460259797324,0.002,0.002,0.0006487582830283923,0.4090909090909091,0.0
G+做多,positive,False,30,15,0.001,<30%,★☆☆观望,距Support,near,276,0.001065390246340646,-0.0005102358733353369,2.0880347737534537,0.14492753623188406,0.07246376811594203,0.001065390246340646,0.0009940913313986562,0.003,0.0025,0.0004533881851379699,0.007246376811594203,0.025362318840579712
G-做空,negative,True,10,30,0.0005,>100%,★★★推荐,距HedgeWall,medium,196,0.002213608371340646,-0.0010641264869878735,2.0802117026581177,0.5306122448979592,0.33163265306122447,0.002213608371340646,0.002361325110544199,0.003,0.002,0.0008392145555222862,0.3520408163265306,0.2755102040816326
G-做多,negative,False,10,30,0.001,30-50%,★☆☆观望,距HedgeWall,medium,45,0.0018077199568071526,-0.0008835690771896017,2.0459294054937156,0.35555555555555557,0.3111111111111111,0.0018077199568071526,0.0031361035832580438,0.0025,0.002,0.00045923249109251817,0.24444444444444444,0.3111111111111111
G+做空,positive,True,30,30,0.002,50-70%,★★☆可选,距HedgeWall,near,70,0.0014890167423482177,-0.000729422969436546,2.0413625629289296,0.38571428571428573,0.1,0.0014890167423482177,0.001380709029599652,0.0015,0.003,0.0002537801780309539,0.4714285714285714,0.014285714285714285
G-做多,negative,False,10,15,0.0015,>100%,★★★推荐,距Support,near,28,0.002167027311183727,-0.0010618662464753426,2.040772383882387,0.5357142857142857,0.35714285714285715,0.002167027311183727,0.004763989592220603,0.003,0.002,0.00042762442960280096,0.32142857142857145,0.35714285714285715
G+做空,positive,True,30,15,0.001,<30%,★☆☆观望,距Support,medium,492,0.0007767902432674279,-0.0003809336923832315,2.0391744253641706,0.07317073170731707,0.04878048780487805,0.0007767902432674279,0.0006679130108168035,0.003,0.0035,0.00022080643146154633,0.022357723577235773,0.0
G+做空,positive,True,30,30,0.001,<30%,★☆☆观望,距HedgeWall,far,243,0.0010584923770883524,-0.0005197414901379625,2.036574714878701,0.23045267489711935,0.1522633744855967,0.0010584923770883524,0.001052739070724864,0.003,0.002,0.00024207882161617493,0.13580246913580246,0.14814814814814814
G-做多,negative,False,10,15,0.002,<30%,★☆☆观望,距Support,medium,65,0.0017507890772761078,-0.0008599475296463576,2.0359254686109716,0.4461538461538462,0.26153846153846155,0.0017507890772761078,0.0020528017080266438,0.003,0.0025,0.0006601249963096326,0.16923076923076924,0.12307692307692308
G+做多,positive,False,15,30,0.0005,<30%,★☆☆观望,距Support,near,375,0.001572695673193733,-0.0007725316883753194,2.035768495789741,0.352,0.12266666666666666,0.001572695673193733,0.0013607535144366826,0.0025,0.0025,0.0006232615031919945,0.17066666666666666,0.06666666666666667
G+做多,positive,False,15,30,0.001,<30%,★☆☆观望,距Support,far,15,0.0023453218222194297,-0.0011538171634651675,2.032663316582942,0.6666666666666666,0.3333333333333333,0.0023453218222194297,0.0035620794449223543,0.003,0.002,0.0008094400134070258,0.0,0.3333333333333333
G+做空,positive,True,15,30,0.0005,30-50%,★☆☆观望,距Support,far,79,0.0017177047225840746,-0.0008455248209325477,2.0315248944313438,0.43037974683544306,0.13924050632911392,0.0017177047225840746,0.001701272537924019,0.002,0.002,0.0003204279730723836,0.379746835443038,0.10126582278481013
G-做多,negative,False,30,15,0.0005,>100%,★★★推荐,距HedgeWall,medium,185,0.001221578001967747,-0.0006019327567923787,2.0294260250553187,0.1783783783783784,0.04864864864864865,0.001221578001967747,0.0012639280569777041,0.003,0.002,0.00043057222374403865,0.06486486486486487,0.03783783783783784
G+做多,positive,False,15,30,0.001,<30%,★☆☆观望,距HedgeWall,near,168,0.001553944623018756,-0.0007673255698246095,2.0251438035278126,0.39880952380952384,0.14285714285714285,0.001553944623018756,0.0013188375130209168,0.0025,0.002,0.0006291363617807475,0.23214285714285715,0.125
G+做空,positive,True,30,15,0.0015,50-70%,★★☆可选,距HedgeWall,near,84,0.0008725334208434905,-0.00043233464642980117,2.0181899092493043,0.17857142857142858,0.047619047619047616,0.0008725334208434905,0.0009142731053291616,0.002,0.003,0.0003406287744727953,0.13095238095238096,0.0
G+做多,positive,False,10,15,0.0015,70-100%,★★★推荐,距Support,near,38,0.0014999572735966693,-0.0007438398974011309,2.016505539481417,0.2894736842105263,0.13157894736842105,0.0014999572735966693,0.0012790060752419581,0.003,0.004,0.0008053640610811428,0.18421052631578946,0.0
G-做多,negative,False,10,30,0.0005,>100%,★★★推荐,距Support,near,75,0.002722250353318063,-0.0013522691075624899,2.013098086833478,0.6933333333333334,0.41333333333333333,0.002722250353318063,0.004725756337911068,0.002,0.002,0.0007173422763281415,0.6266666666666667,0.28
G+做空,positive,True,15,30,0.0015,<30%,★☆☆观望,距HedgeWall,far,67,0.0013681800413245467,-0.0006796506741697001,2.0130636124152947,0.22388059701492538,0.07462686567164178,0.0013681800413245467,0.0013489609166611354,0.003,0.002,0.00030124471384481783,0.05970149253731343,0.05970149253731343
G-做空,negative,True,30,30,0.001,>100%,★★★推荐,距HedgeWall,medium,203,0.002188634816790835,-0.0010882180053356225,2.011209891822942,0.541871921182266,0.29064039408866993,0.002188634816790835,0.0024609796536819925,0.003,0.002,0.0008955862924136654,0.3842364532019704,0.23645320197044334
G-做空,negative,True,15,15,0.0005,50-70%,★★☆可选,距Support,medium,47,0.0011633373919543246,-0.0005801547883113674,2.00521897843919,0.23404255319148937,0.10638297872340426,0.0011633373919543246,0.0007891665171023131,0.0015,0.002,0.00045912703287629905,0.2978723404255319,0.0851063829787234
G-做多,negative,False,15,30,0.001,>100%,★★★推荐,距HedgeWall,medium,109,0.001802948664811324,-0.0009011278919832116,2.0007689040047087,0.3761467889908257,0.1651376146788991,0.001802948664811324,0.0016040048283063053,0.003,0.0025,0.0009554356070054318,0.1834862385321101,0.03669724770642202
G-做空,negative,True,30,15,0.0005,50-70%,★★☆可选,距HedgeWall,medium,84,0.0007793460555563184,-0.00038955365108866134,2.000612889593843,0.16666666666666666,0.05952380952380952,0.0007793460555563184,0.001092497228634429,0.0025,0.002,0.00026684730076859077,0.13095238095238096,0.047619047619047616
